"vessel","mean_mutual_dist","mean_port_distance"
"12639560807591_drifting_longlines",15.7785182468583,2.28402443683552
"51394439323066_drifting_longlines",16.9088829970895,3.42843802886287
"77182424306278_drifting_longlines",39.3549739784131,7.03874335847973
"103576446797335_drifting_longlines",30.049324324871,4.14457159678727
"118485905119293_drifting_longlines",65.799622945236,13.2833101498495
"168015789077263_drifting_longlines",3.90628511520712,11.0509464604632
"215151145083937_drifting_longlines",16.7862010474063,9.0488813101208
"257110405481434_drifting_longlines",5.2840162372585,3.25279466658584
"281060477973977_drifting_longlines",3.13552356342236,0.177696156487785
"5601266154050_drifting_longlines",25.2268210201475,8.13917082999541
"23593130178765_drifting_longlines",22.2266515451441,12.4686171761766
"31865679879784_drifting_longlines",15.9200128962006,4.2246923567663
"56414685655968_drifting_longlines",36.4789217568542,11.250721506658
"60628870128017_drifting_longlines",16.2843513769843,6.82521860460392
"68776567390102_drifting_longlines",3.87806239879284,3.37922667278465
"80557044293978_drifting_longlines",18.6425435058717,6.64748896064267
"91817019950540_drifting_longlines",13.1584345797318,8.14634947432871
"100043174358994_drifting_longlines",3.92700194928249,3.53763836289866
"122096467518708_drifting_longlines",3.84061885762052,3.90573095972055
"132854487178939_drifting_longlines",22.5869745230337,4.30594155384664
"157606376843577_drifting_longlines",92.8523390565125,11.76173045342
"182087889708399_drifting_longlines",58.6212226137492,7.14459654866911
"188687364514644_drifting_longlines",10.1082756154992,5.3059335773416
"196934368191473_drifting_longlines",15.0545900234699,3.19553802387966
"207493565218514_drifting_longlines",11.5047083755368,8.71529564461379
"260992596962571_drifting_longlines",39.5048464944561,2.20212012391077
"266462074800686_drifting_longlines",5.9831069193785,0.646163631903599
"277458320934593_drifting_longlines",7.32863530728519,0.563177364912201
"16508054338972_drifting_longlines",103.469096456577,1.61692123197491
"20001834541437_drifting_longlines",146.241132505738,6.70747103797609
"21232708893780_drifting_longlines",165.625822115244,9.67138447651335
"23406746127304_drifting_longlines",94.0045870279913,5.15734230333809
"27932326533321_drifting_longlines",22.2987344152469,4.68738936838178
"30373804074051_drifting_longlines",105.017882877413,10.3184742359034
"32225346417081_drifting_longlines",2.65494816780845,2.48605213438912
"33266086194351_drifting_longlines",56.7795069508444,8.69006779387509
"36427802545466_drifting_longlines",20.9536609146714,6.33041411385014
"37908995999986_drifting_longlines",109.332076120913,6.54179786542094
"40976637345731_drifting_longlines",18.3842673577076,7.10237821462617
"41941786536935_drifting_longlines",86.4002123782731,5.77963082828165
"48455039594066_drifting_longlines",17.7839537853266,5.61318126513369
"49160289345306_drifting_longlines",167.44344729563,8.00798630307611
"49534994750419_drifting_longlines",57.8511983752434,11.7718915266833
"62603844222786_drifting_longlines",59.0153844174423,10.4444313228911
"72061040661322_drifting_longlines",21.08932225594,7.90115302407865
"75704340932214_drifting_longlines",7.43733015001624,4.97721163923653
"77832927010710_drifting_longlines",61.137374076466,12.0094252412442
"83611953083118_drifting_longlines",161.95465092259,10.5479011528353
"84948799517770_drifting_longlines",1.34324485970172,1.2173042492993
"87919276942456_drifting_longlines",51.7117054483829,8.98686023276084
"88026465034109_drifting_longlines",100.076234060849,10.7089737710376
"89110306461984_drifting_longlines",67.0403877948191,6.40260084038935
"95062718521348_drifting_longlines",38.3546502501442,6.76273379388287
"96214383360627_drifting_longlines",19.1038825189715,8.21454689734893
"100771710683634_drifting_longlines",22.0569859741122,4.98857171242668
"102111574707951_drifting_longlines",1.55148644800183,0.318837909181176
"108694285641009_drifting_longlines",44.1684475950094,7.75155579030605
"109864465509954_drifting_longlines",90.4663890406117,5.60729200694427
"117813837180006_drifting_longlines",33.6660886859373,7.61848458281412
"119914759372174_drifting_longlines",94.7698706685946,13.2595051219706
"132058711150033_drifting_longlines",157.901698646724,10.2054768912638
"134198565019795_drifting_longlines",21.8633598640554,7.12706721123352
"134393118622376_drifting_longlines",58.7949812218896,15.5353890185207
"138705062821220_drifting_longlines",11.9263433234149,8.47080871345254
"141471888075398_drifting_longlines",4.65253328154883,1.72394662027479
"143694748644249_drifting_longlines",19.4061978720424,7.6230914066203
"149117408188942_drifting_longlines",160.722873018976,5.22343442160378
"157226661382842_drifting_longlines",5.73561470982273,3.64217843967824
