X,Y,FID
20.75737,38.96143,ports_harbor.1308
-75.59587,20.74556,ports_harbor.1309
-83.4855,45.3405,ports_harbor.1310
-75.4715,44.7325,ports_harbor.1311
-122.8867,46.04742,ports_harbor.1312
15.19479,44.07553,ports_harbor.1313
11.8025,57.762,ports_harbor.1314
-27.05622,38.72172,ports_harbor.1315
-44.46746,-23.01236,ports_harbor.1316
-27.97003,39.05116,ports_harbor.1317
14.83283,36.71498,ports_harbor.1318
-74.23334,11.1659,ports_harbor.1319
60.30048,25.35609,ports_harbor.1320
41.656,42.155,ports_harbor.1321
130.801,42.648,ports_harbor.1322
-80.24097,-2.708151,ports_harbor.1323
-55.90195,-27.36803,ports_harbor.1324
25.5402,60.2915,ports_harbor.1325
-1.101547,50.80288,ports_harbor.1326
-5.291334,50.26258,ports_harbor.1327
8.39526,39.19503,ports_harbor.1328
-8.946609,42.76193,ports_harbor.1329
15.12464,36.67062,ports_harbor.1330
-8.821373,42.39514,ports_harbor.1331
-40.0545,-19.847,ports_harbor.1332
-79.66383,9.55526,ports_harbor.1333
12.22001,45.03416,ports_harbor.1334
9.838112,44.05358,ports_harbor.1335
9.288698,41.58888,ports_harbor.1336
12.33335,44.94938,ports_harbor.1337
-39.07373,-16.45335,ports_harbor.1338
-16.31251,33.06151,ports_harbor.1339
12.13333,-15.13333,ports_harbor.1340
13.2364,45.7878,ports_harbor.1341
10.327,42.8125,ports_harbor.1342
13.52817,37.28106,ports_harbor.1343
-9.002611,42.72742,ports_harbor.1344
-41.00089,-21.84325,ports_harbor.1345
-52.2393,-1.752389,ports_harbor.1346
-28.531,38.53539,ports_harbor.1347
11.83073,-15.7989,ports_harbor.1348
-51.26152,-30.02511,ports_harbor.1349
-8.641432,41.14407,ports_harbor.1350
-71.88,46.6845,ports_harbor.1351
-2.443055,50.58444,ports_harbor.1352
-122.7194,45.601,ports_harbor.1353
-70.254,43.6515,ports_harbor.1354
-97.31667,27.86667,ports_harbor.1355
-8.529257,37.12719,ports_harbor.1356
-5.314851,50.08565,ports_harbor.1357
-2.722349,51.49728,ports_harbor.1358
3.166633,42.42574,ports_harbor.1359
-5.437254,54.45794,ports_harbor.1360
2.568174,39.53012,ports_harbor.1361
0,0,ports_harbor.1362
-2.91369,47.54916,ports_harbor.1363
-3.35427,47.71021,ports_harbor.1364
-1.071288,45.9496,ports_harbor.1365
174.35,-35.75,ports_harbor.1366
-79.214,43.2315,ports_harbor.1367
-87.86349,43.386,ports_harbor.1368
3.111498,42.51839,ports_harbor.1369
-122.7715,48.118,ports_harbor.1370
-3.798372,51.57865,ports_harbor.1371
37.21619,19.61909,ports_harbor.1372
-81.212,42.662,ports_harbor.1373
-86.212,42.9,ports_harbor.1374
-82.535,43.4305,ports_harbor.1375
34.28669,26.103,ports_harbor.1376
32.323,31.24478,ports_harbor.1377
-76.8425,17.935,ports_harbor.1378
-75.10189,39.9759,ports_harbor.1379
-77.40756,18.46398,ports_harbor.1380
67.337,24.7735,ports_harbor.1381
-64.61101,18.42734,ports_harbor.1382
138.019,-33.171,ports_harbor.1383
-96.4485,28.4295,ports_harbor.1384
-73.91258,40.79852,ports_harbor.1385
-82.56017,27.63379,ports_harbor.1386
57.4915,-20.15,ports_harbor.1387
-61.53262,16.41484,ports_harbor.1388
-12.79056,8.763495,ports_harbor.1389
-152.8698,57.86946,ports_harbor.1390
135.8695,-34.728,ports_harbor.1391
-96.6195,28.6175,ports_harbor.1392
3.052047,43.01955,ports_harbor.1393
101.3587,2.9841,ports_harbor.1394
150.9015,-34.4655,ports_harbor.1395
0.5352664,49.46953,ports_harbor.1396
-73.0975,40.957,ports_harbor.1397
-4.833169,50.59327,ports_harbor.1398
-78.29201,43.9415,ports_harbor.1399
118.576,-20.3165,ports_harbor.1400
-127.4682,50.7221,ports_harbor.1401
137.7675,-35.0222,ports_harbor.1402
-60.55637,-62.99715,ports_harbor.1403
-80.13333,26.1,ports_harbor.1404
-80.1145,42.147,ports_harbor.1405
-0.7544465,49.34872,ports_harbor.1406
10.59825,35.89216,ports_harbor.1407
30.21667,-31.05,ports_harbor.1408
-80.195,42.7805,ports_harbor.1409
101.7972,2.529644,ports_harbor.1410
2.693997,39.79681,ports_harbor.1411
-72.832,19.94289,ports_harbor.1412
2.6705,36.638,ports_harbor.1413
4.983213,43.39715,ports_harbor.1414
36.62734,45.36472,ports_harbor.1415
-79.561,43.5585,ports_harbor.1416
-79.253,42.8825,ports_harbor.1417
170.6285,-45.81,ports_harbor.1418
-80.6,28.4,ports_harbor.1419
-80.8065,42.6385,ports_harbor.1420
137.761,-33.005,ports_harbor.1421
2.505854,41.5576,ports_harbor.1422
-82.991,44.053,ports_harbor.1423
-93.96722,29.84313,ports_harbor.1424
-91.1969,30.43794,ports_harbor.1425
-159.5886,21.90108,ports_harbor.1426
-124.8195,49.2295,ports_harbor.1427
2.478013,39.489,ports_harbor.1428
9.6305,59.136,ports_harbor.1429
14.28474,45.13074,ports_harbor.1430
21.40371,61.63707,ports_harbor.1431
13.59137,45.22559,ports_harbor.1432
69.60168,21.63068,ports_harbor.1433
-1.989144,50.71098,ports_harbor.1434
-48.35667,-25.56548,ports_harbor.1435
-44.32043,-22.95037,ports_harbor.1436
-40.57182,-20.78693,ports_harbor.1437
-25.66036,37.73701,ports_harbor.1438
-44.36897,-2.554805,ports_harbor.1439
75.91574,10.78761,ports_harbor.1440
27.62997,42.55827,ports_harbor.1441
13.9015,44.82236,ports_harbor.1442
-73.48419,45.65272,ports_harbor.1443
11.8285,-4.782,ports_harbor.1444
-61.53997,16.2338,ports_harbor.1445
-61.4735,10.3265,ports_harbor.1446
-89.8,29.58333,ports_harbor.1447
-122.3986,47.78124,ports_harbor.1448
-61.49399,10.3929,ports_harbor.1449
-61.6965,10.2005,ports_harbor.1450
55.7488,26.97399,ports_harbor.1451
24.658,59.4575,ports_harbor.1452
129.459,36.09617,ports_harbor.1453
132.3081,42.99351,ports_harbor.1454
-8.933833,42.60654,ports_harbor.1455
-4.150172,50.3718,ports_harbor.1456
14.18318,45.12502,ports_harbor.1457
17.43813,43.04454,ports_harbor.1458
-87.0722,20.62053,ports_harbor.1459
-17.1965,28.024,ports_harbor.1460
-16.7385,28.076,ports_harbor.1461
-13.8325,28.858,ports_harbor.1462
5.9185,51.7335,ports_harbor.1463
-1.658249,35.17886,ports_harbor.1464
1.238768,49.31177,ports_harbor.1465
20.68406,38.34835,ports_harbor.1466
15.9549,48.33855,ports_harbor.1467
-55.2815,-34.8751,ports_harbor.1468
-2.55,47.38334,ports_harbor.1469
13.56736,45.5267,ports_harbor.1470
50.31648,40.48515,ports_harbor.1471
23.6121,37.94958,ports_harbor.1472
71.50515,20.9175,ports_harbor.1473
10.54896,42.93264,ports_harbor.1474
-89.25772,29.18054,ports_harbor.1475
22.68963,63.70809,ports_harbor.1476
174.0074,-41.28651,ports_harbor.1477
-77.132,44.012,ports_harbor.1478
-99.11968,16.61,ports_harbor.1479
9.705734,45.0574,ports_harbor.1480
98.3505,7.797,ports_harbor.1481
107.0125,10.6097,ports_harbor.1482
-63.04681,18.013,ports_harbor.1483
-75.16949,39.908,ports_harbor.1484
-64.85,10.15,ports_harbor.1485
-84.96049,45.3785,ports_harbor.1486
0.399,36.211,ports_harbor.1487
1.01036,49.37881,ports_harbor.1488
-61.58893,16.18921,ports_harbor.1489
-1.781907,57.49838,ports_harbor.1490
14.23129,42.46658,ports_harbor.1491
-64.55836,10.24434,ports_harbor.1492
-5.155206,50.34694,ports_harbor.1493
13.784,44.9555,ports_harbor.1494
26.50669,39.04066,ports_harbor.1495
23.56732,37.96085,ports_harbor.1496
-71.73756,19.70684,ports_harbor.1497
-13.059,8.5735,ports_harbor.1498
-86.4285,43.7775,ports_harbor.1499
0.4028753,40.35559,ports_harbor.1500
-9.371489,39.35297,ports_harbor.1501
120.8036,37.82233,ports_harbor.1502
-79.9415,44.7865,ports_harbor.1503
29.24877,40.86652,ports_harbor.1504
105.0167,6.116667,ports_harbor.1505
100.347,5.4025,ports_harbor.1506
13.764,54.1355,ports_harbor.1507
-4.6985,54.2225,ports_harbor.1508
10.06891,37.2665,ports_harbor.1509
-157.9789,21.3395,ports_harbor.1510
-24.007,65.595,ports_harbor.1511
21.72578,38.24067,ports_harbor.1512
26.547,37.32438,ports_harbor.1513
-70.19157,-20.74314,ports_harbor.1514
6.569375,53.16443,ports_harbor.1515
13.439,48.566,ports_harbor.1516
-57.08436,-29.71016,ports_harbor.1517
63.47639,25.26682,ports_harbor.1518
15.38483,43.95629,ports_harbor.1519
-15.624,27.7435,ports_harbor.1520
103.9156,1.43692,ports_harbor.1521
-88.54414,30.35421,ports_harbor.1522
-1.917706,43.32397,ports_harbor.1523
-1.92681,43.32421,ports_harbor.1524
61.41521,25.07444,ports_harbor.1525
-72.36866,18.55806,ports_harbor.1526
-80.0375,45.331,ports_harbor.1527
25.14567,37.08862,ports_harbor.1528
24.48275,58.3806,ports_harbor.1529
2.332535,48.84664,ports_harbor.1530
22.30007,60.29515,ports_harbor.1531
49.09395,37.64557,ports_harbor.1532
-9.356209,38.68589,ports_harbor.1533
-44.71105,-23.22565,ports_harbor.1534
-48.512,-25.50195,ports_harbor.1535
-60.52883,-31.71532,ports_harbor.1536
-55.12184,5.810702,ports_harbor.1537
52.41912,27.64697,ports_harbor.1538
32.41417,34.75357,ports_harbor.1539
4.70371,51.83654,ports_harbor.1540
7.3765,53.095,ports_harbor.1541
-85.65501,10.64015,ports_harbor.1542
11.93954,36.83448,ports_harbor.1543
32.80286,45.54549,ports_harbor.1544
6.030688,51.891,ports_harbor.1545
122.0213,40.70316,ports_harbor.1546
105.2948,-5.480325,ports_harbor.1547
38.974,-5.422951,ports_harbor.1548
20.64074,44.85185,ports_harbor.1549
-79.76358,9.14661,ports_harbor.1550
-79.50598,8.8779,ports_harbor.1551
-79.93467,9.422541,ports_harbor.1552
-79.48952,8.990038,ports_harbor.1553
-4.521435,48.58816,ports_harbor.1554
-78.97174,21.59068,ports_harbor.1555
-5.419944,36.17532,ports_harbor.1556
-64.05374,-64.77521,ports_harbor.1557
2.632371,39.55724,ports_harbor.1558
-61.39602,12.58619,ports_harbor.1559
2.8435,36.749,ports_harbor.1560
-80.045,26.767,ports_harbor.1561
24.70705,59.457,ports_harbor.1562
15.27702,40.03072,ports_harbor.1563
13.37366,38.13114,ports_harbor.1564
9.385678,41.18042,ports_harbor.1565
3.12963,41.84488,ports_harbor.1566
-2.02622,47.28891,ports_harbor.1567
-4.935944,50.54006,ports_harbor.1568
115.51,-8.5345,ports_harbor.1569
4.10954,51.35226,ports_harbor.1570
-6.9815,62.1875,ports_harbor.1571
136.6618,34.56256,ports_harbor.1572
4.583333,5.383333,ports_harbor.1573
17.12185,58.67001,ports_harbor.1574
9.498501,0.2865,ports_harbor.1575
-80.9375,44.5815,ports_harbor.1576
136.2118,34.07111,ports_harbor.1577
28.54875,44.26997,ports_harbor.1578
25.43152,65.0145,ports_harbor.1579
-0.2473263,49.28196,ports_harbor.1580
5.08211,52.20742,ports_harbor.1581
4.854608,53.04303,ports_harbor.1582
4.52936,51.59295,ports_harbor.1583
5.99701,53.12218,ports_harbor.1584
4.642465,52.21658,ports_harbor.1585
4.21019,51.68619,ports_harbor.1586
3.935205,51.79847,ports_harbor.1587
4.42137,51.82553,ports_harbor.1588
140.7894,36.82729,ports_harbor.1589
141.018,43.20055,ports_harbor.1590
132.2508,34.23302,ports_harbor.1591
11.14208,45.07301,ports_harbor.1592
5.92136,52.80788,ports_harbor.1593
10.725,59.89892,ports_harbor.1594
16.468,57.267,ports_harbor.1595
135.8045,33.47521,ports_harbor.1596
141.23,45.24257,ports_harbor.1597
-78.827,43.8635,ports_harbor.1598
132.5736,34.11245,ports_harbor.1599
135.4404,34.61406,ports_harbor.1600
-13.452,29.2235,ports_harbor.1601
23.96873,43.73904,ports_harbor.1602
22.41314,44.72784,ports_harbor.1603
0.1341916,40.07578,ports_harbor.1604
18.41465,59.0895,ports_harbor.1605
13.70905,66.86802,ports_harbor.1606
64.6732,25.19648,ports_harbor.1607
-2.127749,43.2843,ports_harbor.1608
134.4805,34.2138,ports_harbor.1609
19.47593,40.34164,ports_harbor.1610
17.17513,42.97363,ports_harbor.1611
35.37224,44.9549,ports_harbor.1612
-44.73917,-60.73442,ports_harbor.1613
-0.667,35.71926,ports_harbor.1614
-76.94769,18.40841,ports_harbor.1615
3.6475,51.5585,ports_harbor.1616
4.099235,51.91799,ports_harbor.1617
4.86048,51.6473,ports_harbor.1618
2.933386,51.22745,ports_harbor.1619
4.347445,51.68196,ports_harbor.1620
-89.3265,46.8745,ports_harbor.1621
115.1315,-21.6506,ports_harbor.1622
129.3633,35.43752,ports_harbor.1623
133.1781,34.40637,ports_harbor.1624
131.1655,33.96952,ports_harbor.1625
145.7859,43.38787,ports_harbor.1626
141.3116,45.13625,ports_harbor.1627
132.8797,34.25002,ports_harbor.1628
130.0086,32.23833,ports_harbor.1629
-86.206,44.3565,ports_harbor.1630
6.58758,53.33641,ports_harbor.1631
-2.420476,43.32315,ports_harbor.1632
133.7808,34.44493,ports_harbor.1633
142.9648,44.58729,ports_harbor.1634
128.9682,27.66711,ports_harbor.1635
-88.04349,15.78144,ports_harbor.1636
14.54258,45.2155,ports_harbor.1637
138.2175,34.61884,ports_harbor.1638
47.55166,45.78225,ports_harbor.1639
26.62562,44.07168,ports_harbor.1640
10.031,54.6585,ports_harbor.1641
21.439,61.233,ports_harbor.1642
5.7805,59.611,ports_harbor.1643
7.33784,53.32648,ports_harbor.1644
5.97171,52.82265,ports_harbor.1645
6.132835,52.04095,ports_harbor.1646
9.52956,40.92428,ports_harbor.1647
-23.7,64.8955,ports_harbor.1648
-18.6485,66.073,ports_harbor.1649
6.966667,3.85,ports_harbor.1650
132.529,34.15593,ports_harbor.1651
31.9535,46.83485,ports_harbor.1652
22.34749,70.24101,ports_harbor.1653
10.59794,59.89771,ports_harbor.1654
132.8912,34.2114,ports_harbor.1655
140.2512,35.13212,ports_harbor.1656
133.2001,33.16561,ports_harbor.1657
69.084,22.4765,ports_harbor.1658
133.9522,34.59863,ports_harbor.1659
132.8869,34.18164,ports_harbor.1660
131.6819,33.25878,ports_harbor.1661
-59.53882,13.05743,ports_harbor.1662
139.3193,35.3062,ports_harbor.1663
138.2966,34.7804,ports_harbor.1664
-80.38333,40.65,ports_harbor.1665
5.83193,51.1105,ports_harbor.1666
140.404,35.25372,ports_harbor.1667
133.606,34.23238,ports_harbor.1668
132.9934,34.08618,ports_harbor.1669
132.9214,34.1893,ports_harbor.1670
140.9172,41.96819,ports_harbor.1671
4.475685,52.18361,ports_harbor.1672
30.74392,46.49922,ports_harbor.1673
145.2224,43.56796,ports_harbor.1674
11.6585,57.707,ports_harbor.1675
31.57248,46.62162,ports_harbor.1676
-117.2554,32.74888,ports_harbor.1677
15.7893,43.67961,ports_harbor.1678
135.084,33.96559,ports_harbor.1679
-79.6685,43.4415,ports_harbor.1680
-122.284,37.80245,ports_harbor.1681
133.089,33.95525,ports_harbor.1682
17.95215,58.90325,ports_harbor.1683
17.045,58.74,ports_harbor.1684
20.71092,38.70321,ports_harbor.1685
10.8135,55.2985,ports_harbor.1686
11.937,78.928,ports_harbor.1687
-51.7211,64.1735,ports_harbor.1688
11.059,49.396,ports_harbor.1689
5.728701,52.39198,ports_harbor.1690
138.8575,35.08012,ports_harbor.1691
4.43804,51.73373,ports_harbor.1692
5.532645,52.2705,ports_harbor.1693
-105.292,20.69689,ports_harbor.1694
-58.06042,-32.97786,ports_harbor.1695
-77.25711,21.53369,ports_harbor.1696
-58.41994,-33.8625,ports_harbor.1697
-82.80121,21.89583,ports_harbor.1698
51.506,36.659,ports_harbor.1699
37.84686,44.70115,ports_harbor.1700
13.5595,45.319,ports_harbor.1701
19.84938,45.25047,ports_harbor.1702
33.39071,46.77115,ports_harbor.1703
-16.0305,17.989,ports_harbor.1704
-17.0415,20.909,ports_harbor.1705
18.86363,59.32558,ports_harbor.1706
-75.2935,39.8775,ports_harbor.1707
-87.56667,33.21667,ports_harbor.1708
-79.794,42.2585,ports_harbor.1709
-84.74673,39.14763,ports_harbor.1710
16.2235,58.6175,ports_harbor.1711
-64.61513,18.31761,ports_harbor.1712
-76.36736,36.924,ports_harbor.1713
8.806499,54.497,ports_harbor.1714
9.66755,52.42306,ports_harbor.1715
7.1635,53.7005,ports_harbor.1716
8.493267,53.48788,ports_harbor.1717
7.159,53.625,ports_harbor.1718
13.42985,-5.8675,ports_harbor.1719
4.81597,52.69917,ports_harbor.1720
8.40909,44.20624,ports_harbor.1721
53.48368,26.89639,ports_harbor.1722
14.7344,56.00297,ports_harbor.1723
131.693,32.51367,ports_harbor.1724
131.6947,32.51884,ports_harbor.1725
131.7055,32.59629,ports_harbor.1726
-22.526,63.981,ports_harbor.1727
43.96866,56.30869,ports_harbor.1728
-43.12202,-22.87886,ports_harbor.1729
27.14124,36.61415,ports_harbor.1730
131.5361,33.36376,ports_harbor.1731
52.1966,15.81984,ports_harbor.1732
133.7305,34.26052,ports_harbor.1733
130.9879,30.73191,ports_harbor.1734
136.3928,34.21518,ports_harbor.1735
144.3315,42.99699,ports_harbor.1736
-77.62489,20.02432,ports_harbor.1737
5.258454,43.33926,ports_harbor.1738
133.639,34.20108,ports_harbor.1739
121.5157,29.46557,ports_harbor.1740
119.7069,26.76358,ports_harbor.1741
34.38219,47.55449,ports_harbor.1742
31.9725,46.93411,ports_harbor.1743
-151.3865,60.67831,ports_harbor.1744
5.819172,51.84912,ports_harbor.1745
5.473005,52.24331,ports_harbor.1746
133.2918,33.97511,ports_harbor.1747
-4.032497,57.69434,ports_harbor.1748
132.6618,34.2162,ports_harbor.1749
5.68576,51.79269,ports_harbor.1750
4.871985,51.93365,ports_harbor.1751
2.748079,51.13911,ports_harbor.1752
6.97438,53.24443,ports_harbor.1753
4.777265,52.14901,ports_harbor.1754
5.004775,52.1983,ports_harbor.1755
5.1095,52.026,ports_harbor.1756
6.954625,53.06853,ports_harbor.1757
4.8888,52.73653,ports_harbor.1758
4.34062,51.81252,ports_harbor.1759
-56.98656,5.946547,ports_harbor.1760
10.82086,53.99449,ports_harbor.1761
6.975508,50.97833,ports_harbor.1762
7.2865,43.6942,ports_harbor.1763
-75.54985,20.70785,ports_harbor.1764
-17.0345,14.4475,ports_harbor.1765
-5.08285,50.41856,ports_harbor.1766
-2.983841,51.55952,ports_harbor.1767
-71.3265,41.4825,ports_harbor.1768
-123.998,44.6095,ports_harbor.1769
-5.546766,50.10407,ports_harbor.1770
0.05846967,50.78613,ports_harbor.1771
151.7605,-32.9,ports_harbor.1772
-74.0829,40.6759,ports_harbor.1773
-122.898,49.1945,ports_harbor.1774
-6.948834,52.39417,ports_harbor.1775
-90.16341,29.81415,ports_harbor.1776
-89.53752,36.58309,ports_harbor.1777
-72.0895,41.345,ports_harbor.1778
-0.3622716,53.7067,ports_harbor.1779
-86.75,41.8,ports_harbor.1780
-82.7515,42.6645,ports_harbor.1781
-57.52424,6.237576,ports_harbor.1782
-62.62868,17.13062,ports_harbor.1783
10.8085,54.0965,ports_harbor.1784
6.7027,51.2114,ports_harbor.1785
12.66071,41.45476,ports_harbor.1786
-13.64775,65.127,ports_harbor.1787
145.5809,43.34222,ports_harbor.1788
26.90015,38.76553,ports_harbor.1789
173.2725,-41.26,ports_harbor.1790
15.1385,55.0615,ports_harbor.1791
5.993805,51.25904,ports_harbor.1792
3.723925,51.62955,ports_harbor.1793
5.052095,52.26772,ports_harbor.1794
-58.71231,-38.55225,ports_harbor.1795
24.20648,38.1773,ports_harbor.1796
23.27812,40.23388,ports_harbor.1797
24.47653,40.94782,ports_harbor.1798
129.5039,28.39125,ports_harbor.1799
52.62799,27.3513,ports_harbor.1800
25.37199,37.10719,ports_harbor.1801
-159.3543,21.95328,ports_harbor.1802
16.7965,58.6245,ports_harbor.1803
-48.65915,-26.90292,ports_harbor.1804
-86.85,30.4,ports_harbor.1805
71.07932,20.74167,ports_harbor.1806
4.752235,52.44012,ports_harbor.1807
22.39475,58.21495,ports_harbor.1808
-77.337,25.07979,ports_harbor.1809
17.408,68.4225,ports_harbor.1810
13.43291,68.13144,ports_harbor.1811
14.27623,40.83799,ports_harbor.1812
176.9055,-39.4775,ports_harbor.1813
133.985,34.46082,ports_harbor.1814
-70.0935,41.289,ports_harbor.1815
120.865,31.964,ports_harbor.1816
-1.541655,47.21391,ports_harbor.1817
113.6765,22.65255,ports_harbor.1818
118.812,32.2125,ports_harbor.1819
125.4003,38.71632,ports_harbor.1820
132.9543,34.12516,ports_harbor.1821
11.124,54.831,ports_harbor.1822
-156.9828,58.72572,ports_harbor.1823
132.9147,42.8025,ports_harbor.1824
131.2492,33.60819,ports_harbor.1825
131.5535,34.00214,ports_harbor.1826
140.9518,36.9585,ports_harbor.1827
140.5992,36.33868,ports_harbor.1828
127.8457,26.31834,ports_harbor.1829
127.9513,26.92739,ports_harbor.1830
127.6698,26.22988,ports_harbor.1831
136.836,35.046,ports_harbor.1832
133.1591,34.27013,ports_harbor.1833
135.1497,34.64765,ports_harbor.1834
136.3412,34.20378,ports_harbor.1835
79.85112,10.75947,ports_harbor.1836
22.79464,37.56986,ports_harbor.1837
-2.9235,35.185,ports_harbor.1838
5.15659,52.29991,ports_harbor.1839
26.56115,39.09944,ports_harbor.1840
-5.052232,50.17728,ports_harbor.1841
25.32336,37.45691,ports_harbor.1842
32.90118,-2.510388,ports_harbor.1843
24.9535,59.4955,ports_harbor.1844
44.391,-12.166,ports_harbor.1845
-61.18825,12.88184,ports_harbor.1846
7.009275,52.93623,ports_harbor.1847
33.81351,-1.48921,ports_harbor.1848
-86.291,43.24,ports_harbor.1849
-5.690945,43.55927,ports_harbor.1850
131.7351,33.4971,ports_harbor.1851
54.43968,24.33506,ports_harbor.1852
-2.679552,43.35822,ports_harbor.1853
134.1457,33.2839,ports_harbor.1854
140.9689,42.34275,ports_harbor.1855
33.061,68.98412,ports_harbor.1856
28.40112,44.17571,ports_harbor.1857
6.27313,53.30323,ports_harbor.1858
69.63645,22.75602,ports_harbor.1859
-2.698155,43.40834,ports_harbor.1860
72.855,18.941,ports_harbor.1861
70.66469,20.75473,ports_harbor.1862
13.589,54.482,ports_harbor.1863
133.0994,34.33089,ports_harbor.1864
5.132065,52.34027,ports_harbor.1865
5.06679,52.32935,ports_harbor.1866
134.4205,33.66461,ports_harbor.1867
-9.214584,43.10558,ports_harbor.1868
13.76654,45.60586,ports_harbor.1869
-8.245279,43.46146,ports_harbor.1870
28.90262,40.37065,ports_harbor.1871
53.34188,24.53195,ports_harbor.1872
-85.701,11.54134,ports_harbor.1873
25.2653,39.87213,ports_harbor.1874
-3.522086,36.71932,ports_harbor.1875
141.1703,41.82141,ports_harbor.1876
142.9458,44.60521,ports_harbor.1877
141.0217,45.30479,ports_harbor.1878
0.06992508,35.92928,ports_harbor.1879
22.1465,-34.176,ports_harbor.1880
-88.52371,30.42129,ports_harbor.1881
10.6535,59.436,ports_harbor.1882
-14.366,28.042,ports_harbor.1883
136.9745,34.70137,ports_harbor.1884
43.2475,-11.7005,ports_harbor.1885
44.28228,-20.29118,ports_harbor.1886
73.81,15.414,ports_harbor.1887
132.9351,34.13017,ports_harbor.1888
131.6502,33.41318,ports_harbor.1889
135.3904,33.71667,ports_harbor.1890
-76.69,34.714,ports_harbor.1891
0.1367022,38.68615,ports_harbor.1892
-82.46667,42.85,ports_harbor.1893
5.882535,51.75113,ports_harbor.1894
-62.2221,16.70456,ports_harbor.1895
-2.466497,56.704,ports_harbor.1896
-73.5,45.63334,ports_harbor.1897
-73.50815,45.55485,ports_harbor.1898
4.943315,52.04543,ports_harbor.1899
-56.22085,-34.8897,ports_harbor.1900
-80.74582,-2.056276,ports_harbor.1901
-121.8916,36.60526,ports_harbor.1902
-83.383,41.8905,ports_harbor.1903
5.039045,52.45603,ports_harbor.1904
-88.48495,16.36364,ports_harbor.1905
5.011826,60.80481,ports_harbor.1906
-9.419601,52.604,ports_harbor.1907
143.3694,44.34365,ports_harbor.1908
10.8342,35.77953,ports_harbor.1909
-12.38659,7.5335,ports_harbor.1910
7.4215,43.73,ports_harbor.1911
136.8527,34.51437,ports_harbor.1912
39.635,-4.0475,ports_harbor.1913
54.72522,26.51279,ports_harbor.1914
16.59072,41.20876,ports_harbor.1915
-73.37646,19.80825,ports_harbor.1916
7.1793,62.73675,ports_harbor.1917
43.23532,13.32148,ports_harbor.1918
131.009,33.96281,ports_harbor.1919
-83.07849,10.00545,ports_harbor.1920
19.21822,45.25341,ports_harbor.1921
-7.3675,33.7185,ports_harbor.1922
51.0563,28.7178,ports_harbor.1923
130.0074,32.21455,ports_harbor.1924
54.50004,26.5954,ports_harbor.1925
53.47921,26.9549,ports_harbor.1926
45.33757,2.02514,ports_harbor.1927
4.592,51.6865,ports_harbor.1928
-88.0375,30.702,ports_harbor.1929
-3.312028,58.91633,ports_harbor.1930
-8.7365,42.2735,ports_harbor.1931
-74.93851,20.66531,ports_harbor.1932
13.877,66.27836,ports_harbor.1933
5.668,62.323,ports_harbor.1934
133.7141,34.50471,ports_harbor.1935
131.4634,31.91159,ports_harbor.1936
132.3069,34.31258,ports_harbor.1937
132.3223,34.30183,ports_harbor.1938
132.2495,33.45745,ports_harbor.1939
132.4067,34.26197,ports_harbor.1940
15.24018,32.35415,ports_harbor.1941
1.086,51.94524,ports_harbor.1942
14.86139,44.70535,ports_harbor.1943
132.5403,32.96702,ports_harbor.1944
133.5483,34.0034,ports_harbor.1945
139.6185,35.13855,ports_harbor.1946
132.8773,32.78767,ports_harbor.1947
132.1116,33.38552,ports_harbor.1948
138.8235,34.61496,ports_harbor.1949
54.68762,16.98785,ports_harbor.1950
-110.9464,27.92007,ports_harbor.1951
-73.09882,18.44733,ports_harbor.1952
135.081,33.88909,ports_harbor.1953
8.920298,52.30365,ports_harbor.1954
138.3709,34.92226,ports_harbor.1955
50.6087,26.18934,ports_harbor.1956
56.05356,25.96127,ports_harbor.1957
58.50826,23.63771,ports_harbor.1958
48.16348,29.0663,ports_harbor.1959
131.6143,32.33856,ports_harbor.1960
24.42533,36.71409,ports_harbor.1961
6.053,51.868,ports_harbor.1962
-5.003103,51.70036,ports_harbor.1963
15.25929,38.21801,ports_harbor.1964
136.2442,33.98387,ports_harbor.1965
137.1959,34.80359,ports_harbor.1966
4.488485,51.79735,ports_harbor.1967
24.815,59.499,ports_harbor.1968
6.6931,53.11052,ports_harbor.1969
-79.869,44.758,ports_harbor.1970
28.65831,44.33957,ports_harbor.1971
5.00098,52.81314,ports_harbor.1972
4.168485,51.76222,ports_harbor.1973
3.6215,51.499,ports_harbor.1974
5.917,51.7295,ports_harbor.1975
-1.059217,60.59826,ports_harbor.1976
-86.909,41.726,ports_harbor.1977
-80.2187,25.7529,ports_harbor.1978
-131.5654,55.12502,ports_harbor.1979
25.92676,38.29216,ports_harbor.1980
15.56347,38.20026,ports_harbor.1981
56.00547,26.73799,ports_harbor.1982
34.651,36.7795,ports_harbor.1983
27.22025,31.35661,ports_harbor.1984
4.449056,51.24057,ports_harbor.1985
-90.56654,39.83054,ports_harbor.1986
-58.0318,-33.24343,ports_harbor.1987
44.77036,1.713033,ports_harbor.1988
105.9917,-5.944633,ports_harbor.1989
138.7877,34.66459,ports_harbor.1990
6.198365,52.69726,ports_harbor.1991
9.8095,37.161,ports_harbor.1992
9.861979,37.23119,ports_harbor.1993
-81.3455,41.727,ports_harbor.1994
-87.596,45.105,ports_harbor.1995
27.06233,38.03721,ports_harbor.1996
-71.2865,41.5885,ports_harbor.1997
-73.922,45.3185,ports_harbor.1998
-2.926575,35.28071,ports_harbor.1999
-2.927513,35.28115,ports_harbor.2000
