X,Y,FID
5.016666667,43.4,ports_harbor.4441
5.116666667,43.4,ports_harbor.4442
4.90046955,43.42675272,ports_harbor.4443
5.155431589,43.45836161,ports_harbor.4444
16.3457947,43.4956342,ports_harbor.4445
16.43333333,43.55,ports_harbor.4446
4.081771133,43.56047124,ports_harbor.4447
4.633333333,43.68333333,ports_harbor.4448
15.71666667,43.68333333,ports_harbor.4449
24.7842523,43.69926225,ports_harbor.4450
15.91666667,43.81666667,ports_harbor.4451
13.01620284,43.850214,ports_harbor.4452
26.60863639,44.04310536,ports_harbor.4453
28.64207241,44.09458487,ports_harbor.4454
27.24912494,44.10461595,ports_harbor.4455
27.3113342,44.19954964,ports_harbor.4456
12.4,44.2,ports_harbor.4457
15.55,44.21666667,ports_harbor.4458
28.62548953,44.32154192,ports_harbor.4459
14.51655168,44.51659395,ports_harbor.4460
14.3979732,44.6660937,ports_harbor.4461
27.95565607,44.68249152,ports_harbor.4462
14.41666667,44.81666667,ports_harbor.4463
14.73333333,44.83333333,ports_harbor.4464
12.2942094,44.84720938,ports_harbor.4465
14.91737996,44.9282767,ports_harbor.4466
14.1191297,44.9658512,ports_harbor.4467
14.1,44.96666667,ports_harbor.4468
14.4494578,44.98179037,ports_harbor.4469
14.6744807,45.0812397,ports_harbor.4470
14.63333333,45.15,ports_harbor.4471
14.7183802,45.1524107,ports_harbor.4472
12.23142423,45.46275914,ports_harbor.4473
4.821809834,45.75026343,ports_harbor.4474
19.06459416,47.43536186,ports_harbor.4475
19.04740531,47.53722444,ports_harbor.4476
18.08979852,47.76674724,ports_harbor.4477
-8.649170876,42.41898116,ports_harbor.4478
-8.82454337,42.52162215,ports_harbor.4479
-9.055803445,42.77517831,ports_harbor.4480
-9.1915165,42.944218,ports_harbor.4481
-2.250343699,43.2992475,ports_harbor.4482
-4.083333333,43.33333333,ports_harbor.4483
-8.251670237,43.36416741,ports_harbor.4484
-1.777190214,43.36845321,ports_harbor.4485
-3.216605121,43.38382047,ports_harbor.4486
-2.716700003,43.41733866,ports_harbor.4487
-6.080917896,43.55624163,ports_harbor.4488
-7.450514859,43.69945097,ports_harbor.4489
-1.153350792,44.66243287,ports_harbor.4490
-1.104830154,44.74225718,ports_harbor.4491
-0.523801061,44.89759528,ports_harbor.4492
-0.568033616,45.0341608,ports_harbor.4493
-0.75,45.2,ports_harbor.4494
-1.044137209,45.54161397,ports_harbor.4495
4.833777263,46.78102768,ports_harbor.4496
-1.671077967,47.19858933,ports_harbor.4497
-2.134289105,47.30522717,ports_harbor.4498
-3.105089526,47.48796545,ports_harbor.4499
2.46392338,48.6274754,ports_harbor.4500
2.333333333,48.86666667,ports_harbor.4501
2.279145291,48.9411244,ports_harbor.4502
1.733810715,48.98377614,ports_harbor.4503
-0.104728441,49.29083234,ports_harbor.4504
0.483333333,49.41666667,ports_harbor.4505
1.125480767,49.42484224,ports_harbor.4506
0.211717031,49.50096092,ports_harbor.4507
0.1980965,49.5065535,ports_harbor.4508
0.533333333,49.51666667,ports_harbor.4509
-2.206324585,49.73139453,ports_harbor.4510
-5.413829,50.186514,ports_harbor.4511
-4.116666497,50.36666474,ports_harbor.4512
-4.12865805,50.36677565,ports_harbor.4513
-3.466666667,50.68333333,ports_harbor.4514
-3.516666667,50.71666667,ports_harbor.4515
4.3,50.78333333,ports_harbor.4516
-0.865355285,50.80624084,ports_harbor.4517
-1.3,50.85,ports_harbor.4518
5.651977539,50.88960266,ports_harbor.4519
5.338479042,50.92985916,ports_harbor.4520
4.3704175,50.9331115,ports_harbor.4521
4.416666667,50.93333333,ports_harbor.4522
5.500658035,50.96390915,ports_harbor.4523
5.766337871,50.96847534,ports_harbor.4524
4.463455,50.984394,ports_harbor.4525
5.191952,50.98631,ports_harbor.4526
4.355713367,51.01327515,ports_harbor.4527
5.807893753,51.03120041,ports_harbor.4528
4.466743571,51.03284376,ports_harbor.4529
4.3587215,51.0340855,ports_harbor.4530
4.360176086,51.0605278,ports_harbor.4531
5.0882695,51.067791,ports_harbor.4532
4.276367,51.076412,ports_harbor.4533
5.146891,51.101718,ports_harbor.4534
4.2979385,51.1065865,ports_harbor.4535
4.210544615,51.12458416,ports_harbor.4536
4.29093,51.1276405,ports_harbor.4537
3.782387981,51.14555041,ports_harbor.4538
4.3125245,51.1711655,ports_harbor.4539
4.831936359,51.17548752,ports_harbor.4540
-3.327873,51.1783155,ports_harbor.4541
4.333333333,51.2,ports_harbor.4542
6.039051533,51.23338318,ports_harbor.4543
1.339451,51.272013,ports_harbor.4544
5.575634002,51.27405167,ports_harbor.4545
6.0526165,51.2914545,ports_harbor.4546
3.833333333,51.3,ports_harbor.4547
0.9,51.31666667,ports_harbor.4548
6.138822555,51.34168243,ports_harbor.4549
0.45,51.36666667,ports_harbor.4550
0.633499272,51.38235728,ports_harbor.4551
5.45,51.38333333,ports_harbor.4552
0.767341934,51.38360378,ports_harbor.4553
0.483101378,51.38433196,ports_harbor.4554
0.563454657,51.39579007,ports_harbor.4555
0.5,51.4,ports_harbor.4556
0.659947088,51.41806731,ports_harbor.4557
0.601329,51.420363,ports_harbor.4558
0.333333118,51.43333418,ports_harbor.4559
5.618030548,51.44009399,ports_harbor.4560
-3.166123883,51.443777,ports_harbor.4561
0.283333333,51.45,ports_harbor.4562
0.7144975,51.4549865,ports_harbor.4563
0.233333333,51.48333333,ports_harbor.4564
-0.033333513,51.48333357,ports_harbor.4565
2.51E-07,51.48333357,ports_harbor.4566
-2.766137161,51.48538146,ports_harbor.4567
-0.026891473,51.48695737,ports_harbor.4568
0.033333333,51.5,ports_harbor.4569
0.534075866,51.51661561,ports_harbor.4570
0.1,51.51666667,ports_harbor.4571
0.716666667,51.53333333,ports_harbor.4572
0.666666667,51.55,ports_harbor.4573
0.5703965,51.6225535,ports_harbor.4574
-2.668332479,51.63271575,ports_harbor.4575
-3.816666667,51.63333333,ports_harbor.4576
0.783333333,51.63333333,ports_harbor.4577
4.4654005,51.6371345,ports_harbor.4578
-4.170345249,51.66638851,ports_harbor.4579
-4.951830156,51.69684173,ports_harbor.4580
-9.452945035,51.70095225,ports_harbor.4581
-5.039401874,51.70897023,ports_harbor.4582
4.625671387,51.78070068,ports_harbor.4583
4.0275945,51.8039205,ports_harbor.4584
-8.233333333,51.83333333,ports_harbor.4585
0.966666667,51.83333333,ports_harbor.4586
0.963420349,51.85446355,ports_harbor.4587
0.944265,51.854724,ports_harbor.4588
-2.216666667,51.88333333,ports_harbor.4589
5.4992725,51.9093895,ports_harbor.4590
1.252767,51.9430725,ports_harbor.4591
5.519782066,51.94743729,ports_harbor.4592
6.021987438,51.94913483,ports_harbor.4593
4.11658497,51.98203081,ports_harbor.4594
5.474966132,52.51108529,ports_harbor.4595
1.533333333,52.56666667,ports_harbor.4596
1.316666667,52.63333333,ports_harbor.4597
4.710311889,52.66732025,ports_harbor.4598
-6.142894089,52.77408674,ports_harbor.4599
-4.415423896,52.88395943,ports_harbor.4600
0.8524075,52.9532815,ports_harbor.4601
-4.1695085,53.229031,ports_harbor.4602
-4.132926996,53.23305611,ports_harbor.4603
-2.512447119,53.25843048,ports_harbor.4604
-4.097103,53.2640845,ports_harbor.4605
-2.933333333,53.3,ports_harbor.4606
-3.483333333,53.31666667,ports_harbor.4607
-2.755979542,53.32500778,ports_harbor.4608
-2.743067149,53.34397156,ports_harbor.4609
-2.969424189,53.34907732,ports_harbor.4610
-2.983333333,53.35,ports_harbor.4611
-2.583333333,53.36666667,ports_harbor.4612
-3.005966096,53.38281272,ports_harbor.4613
-0.8281245,53.396483,ports_harbor.4614
-3.016666667,53.4,ports_harbor.4615
-0.78281524,53.40131147,ports_harbor.4616
-2.417719313,53.42791613,ports_harbor.4617
-1.358467567,53.43076099,ports_harbor.4618
-3.016666667,53.46666667,ports_harbor.4619
-0.116666453,53.5666665,ports_harbor.4620
-0.7394235,53.588257,ports_harbor.4621
-0.699264981,53.6169515,ports_harbor.4622
-0.699264981,53.6169515,ports_harbor.4623
-0.680855,53.6493655,ports_harbor.4624
-0.699311545,53.64965658,ports_harbor.4625
-0.238333333,53.66527778,ports_harbor.4626
-0.936905582,53.68283823,ports_harbor.4627
-0.433333333,53.68333333,ports_harbor.4628
-0.391612811,53.69611206,ports_harbor.4629
-0.24360226,53.73453431,ports_harbor.4630
-0.866666667,53.75,ports_harbor.4631
-2.72905354,53.75866343,ports_harbor.4632
-2.8493595,53.9975685,ports_harbor.4633
-3.252844146,54.20810132,ports_harbor.4634
-1.30000041,54.5666998,ports_harbor.4635
-1.217094087,54.58134102,ports_harbor.4636
-1.188245815,54.58211042,ports_harbor.4637
-0.978564799,54.58301163,ports_harbor.4638
-1.266666667,54.58333333,ports_harbor.4639
-5.916666667,54.6,ports_harbor.4640
-1.064943433,54.61445618,ports_harbor.4641
-5.668625197,54.66248421,ports_harbor.4642
-3.501588221,54.71466164,ports_harbor.4643
-5.8,54.71666667,ports_harbor.4644
-4.0473805,54.8380075,ports_harbor.4645
-5.756115842,54.85792641,ports_harbor.4646
-1.433333333,55,ports_harbor.4647
-1.416263637,55.01737159,ports_harbor.4648
-6.057483708,55.08246376,ports_harbor.4649
-1.596014551,55.33075064,ports_harbor.4650
-5.101787574,55.56435644,ports_harbor.4651
-4.685555556,55.60638889,ports_harbor.4652
-6.1898155,55.629213,ports_harbor.4653
-4.855679439,55.76642759,ports_harbor.4654
-4.899724797,55.78673323,ports_harbor.4655
-4.866666667,55.8,ports_harbor.4656
-5.473189,55.8024275,ports_harbor.4657
-6.106171,55.8461285,ports_harbor.4658
-6.104636287,55.84767172,ports_harbor.4659
-4.383333333,55.88333333,ports_harbor.4660
-4.4,55.9,ports_harbor.4661
-4.683333333,55.93333333,ports_harbor.4662
-4.478795,55.9338745,ports_harbor.4663
-4.563715221,55.93630016,ports_harbor.4664
-5.088670992,55.94668727,ports_harbor.4665
-3.193737302,55.95785589,ports_harbor.4666
-3.41639905,55.99135931,ports_harbor.4667
-3.365724985,55.99875896,ports_harbor.4668
-3.683333333,56.03333333,ports_harbor.4669
-6.1992245,56.067719,ports_harbor.4670
-3.15,56.11666667,ports_harbor.4671
-3.002249689,56.18481091,ports_harbor.4672
-4.575900225,56.25784095,ports_harbor.4673
-3.2380635,56.35081,ports_harbor.4674
-2.8878255,56.450133,ports_harbor.4675
-5.491866062,56.51173805,ports_harbor.4676
-2.587216342,56.55301589,ports_harbor.4677
-6.52409779,56.6219782,ports_harbor.4678
-6.1301043,56.8775292,ports_harbor.4679
-5.8249535,57.002571,ports_harbor.4680
-5.89449147,57.0641674,ports_harbor.4681
-6.0929855,57.153959,ports_harbor.4682
-5.9087865,57.2388665,ports_harbor.4683
-5.733309969,57.28345367,ports_harbor.4684
-6.116612,57.3112825,ports_harbor.4685
-6.183333333,57.41666667,ports_harbor.4686
-6.3594695,57.5805235,ports_harbor.4687
-7.1637595,57.602557,ports_harbor.4688
-7.193394249,57.69255321,ports_harbor.4689
-3.283333333,57.71666667,ports_harbor.4690
-6.787758635,57.88321078,ports_harbor.4691
-5.157643,57.8992925,ports_harbor.4692
-5.23852,58.146097,ports_harbor.4693
-5.045546,58.4576485,ports_harbor.4694
-3.514489934,58.59829596,ports_harbor.4695
-3.190458482,58.83381748,ports_harbor.4696
-2.913952048,58.843863,ports_harbor.4697
-3.156341703,58.87649706,ports_harbor.4698
-3.27546982,58.92211909,ports_harbor.4699
-2.961499426,58.92826173,ports_harbor.4700
-2.85,59.05,ports_harbor.4701
-2.985468799,59.13126749,ports_harbor.4702
-2.983333333,59.13333333,ports_harbor.4703
-2.59608995,59.14172174,ports_harbor.4704
-2.745954966,59.15528326,ports_harbor.4705
-2.941324936,59.15604354,ports_harbor.4706
-2.693444581,59.19083468,ports_harbor.4707
-2.861370326,59.25058236,ports_harbor.4708
-2.888926986,59.32762967,ports_harbor.4709
-2.42392763,59.35133608,ports_harbor.4710
-1.2783805,59.872217,ports_harbor.4711
-1.257527,59.998127,ports_harbor.4712
-1.3352225,60.1045035,ports_harbor.4713
-2.041236466,60.13650478,ports_harbor.4714
-1.116256712,60.15211557,ports_harbor.4715
-1.432904177,60.16909855,ports_harbor.4716
-1.3784605,60.212196,ports_harbor.4717
-1.541697,60.293697,ports_harbor.4718
-1.65,60.3,ports_harbor.4719
-1.666666667,60.33333333,ports_harbor.4720
-1.168241712,60.35379078,ports_harbor.4721
-1.1372485,60.3694955,ports_harbor.4722
-0.7545225,60.4247695,ports_harbor.4723
-1.1595665,60.505829,ports_harbor.4724
-1.3669165,60.528451,ports_harbor.4725
-1.004145,60.669656,ports_harbor.4726
-0.866392,60.758449,ports_harbor.4727
-22.6870205,63.9349795,ports_harbor.4728
-22.38291,63.983685,ports_harbor.4729
-22.650303,64.068207,ports_harbor.4730
-21.4437752,64.39677272,ports_harbor.4731
-19.415191,65.9001695,ports_harbor.4732
14.05666395,50.6610415,ports_harbor.4733
13.70837289,51.06436135,ports_harbor.4734
14.64483755,52.13647689,ports_harbor.4735
19.66742497,52.5349309,ports_harbor.4736
18.76780555,54.08473112,ports_harbor.4737
12.09504891,54.15496289,ports_harbor.4738
12.438567,54.221583,ports_harbor.4739
18.66179896,54.41115003,ports_harbor.4740
13.230991,54.629914,ports_harbor.4741
11.90203086,55.00734517,ports_harbor.4742
12.37718957,55.6085918,ports_harbor.4743
12.58154573,55.72590661,ports_harbor.4744
12.01527778,55.96361111,ports_harbor.4745
12.71834578,56.00588114,ports_harbor.4746
12.83423816,56.41864747,ports_harbor.4747
16.46361444,57.02871374,ports_harbor.4748
18.26692512,57.0325197,ports_harbor.4749
22.1272427,57.9488412,ports_harbor.4750
11.69075666,57.96243273,ports_harbor.4751
7.300739319,58.03330637,ports_harbor.4752
12.15,58.03333333,ports_harbor.4753
7.818070888,58.09785843,ports_harbor.4754
7.0677585,58.1368075,ports_harbor.4755
22.46703886,58.24670481,ports_harbor.4756
22.04845707,58.46268858,ports_harbor.4757
22.7263242,58.5798397,ports_harbor.4758
8.9279785,58.6219515,ports_harbor.4759
16.3342,58.63203993,ports_harbor.4760
22.5,58.7,ports_harbor.4761
9.249428575,58.71505624,ports_harbor.4762
22.69203587,59.06860432,ports_harbor.4763
10.3921085,59.117998,ports_harbor.4764
10.38188094,59.16692127,ports_harbor.4765
10.295983,59.2222745,ports_harbor.4766
18.14769362,59.33250781,ports_harbor.4767
10.6674375,59.3369065,ports_harbor.4768
24.04968262,59.34967041,ports_harbor.4769
18.05,59.38333333,ports_harbor.4770
17.58333333,59.41666667,ports_harbor.4771
24.82352308,59.46769816,ports_harbor.4772
25.7192545,59.5821,ports_harbor.4773
10.2069235,59.5865995,ports_harbor.4774
5.9431265,59.6661355,ports_harbor.4775
10.5939275,59.736634,ports_harbor.4776
10.49945921,59.78375059,ports_harbor.4777
5.326014,59.9207635,ports_harbor.4778
22.86831427,60.18717312,ports_harbor.4779
6.254782677,60.2762146,ports_harbor.4780
25.66680815,60.38567462,ports_harbor.4781
26.25,60.4,ports_harbor.4782
7.0744745,60.4671325,ports_harbor.4783
5.7399745,60.479825,ports_harbor.4784
6.727171,60.525066,ports_harbor.4785
21.354703,60.548259,ports_harbor.4786
6.9,60.56666667,ports_harbor.4787
28.33678053,61.05564897,ports_harbor.4788
28.2,61.06666667,ports_harbor.4789
6.583333333,61.08333333,ports_harbor.4790
28.5197187,61.11932016,ports_harbor.4791
6.833225243,61.18722191,ports_harbor.4792
6.528903,61.2031075,ports_harbor.4793
28.81666667,61.21666667,ports_harbor.4794
6.0736645,61.2199815,ports_harbor.4795
28.80036135,61.2250011,ports_harbor.4796
7.1,61.23333333,ports_harbor.4797
17.1757529,61.25957322,ports_harbor.4798
17.11666667,61.3,ports_harbor.4799
5.849906284,61.45390532,ports_harbor.4800
27.2591735,61.5103105,ports_harbor.4801
5.7165245,61.5119885,ports_harbor.4802
28.181316,61.524351,ports_harbor.4803
27.3,61.68333333,ports_harbor.4804
28.8852643,61.86742687,ports_harbor.4805
6.7184815,61.904925,ports_harbor.4806
5.9952415,61.909291,ports_harbor.4807
5.3493025,62.041917,ports_harbor.4808
28.9186165,62.090214,ports_harbor.4809
30.1336625,62.1001855,ports_harbor.4810
6.070858955,62.14469147,ports_harbor.4811
6.12714529,62.1988945,ports_harbor.4812
27.88333333,62.3,ports_harbor.4813
6.0246255,62.3716255,ports_harbor.4814
6.993471,62.3830105,ports_harbor.4815
6.581948,62.387268,ports_harbor.4816
6.183333333,62.43333333,ports_harbor.4817
6.7041325,62.504018,ports_harbor.4818
7.68733,62.5646955,ports_harbor.4819
29.74885558,62.58690442,ports_harbor.4820
6.440158,62.5887865,ports_harbor.4821
7.0886195,62.621513,ports_harbor.4822
6.676445,62.673371,ports_harbor.4823
6.9137455,62.7902995,ports_harbor.4824
27.69579258,62.88647233,ports_harbor.4825
30.25757027,62.91310501,ports_harbor.4826
7.4466695,62.9186615,ports_harbor.4827
21.518258,63.055359,ports_harbor.4828
27.66822624,63.07390213,ports_harbor.4829
27.302623,63.157106,ports_harbor.4830
8.5321275,63.268984,ports_harbor.4831
10.27509,63.285904,ports_harbor.4832
9.086928367,63.28902435,ports_harbor.4833
22.53946114,63.51638413,ports_harbor.4834
29.14834596,63.54185073,ports_harbor.4835
27.18333333,63.55,ports_harbor.4836
9.959884643,63.58358002,ports_harbor.4837
10.6209485,63.6723985,ports_harbor.4838
20.36666667,63.71666667,ports_harbor.4839
8.829285621,63.72815323,ports_harbor.4840
10.99631214,63.81253433,ports_harbor.4841
11.51666667,64,ports_harbor.4842
11.225914,64.222511,ports_harbor.4843
21.24528856,64.61866168,ports_harbor.4844
21.28333333,64.66666667,ports_harbor.4845
21.2308712,64.69094849,ports_harbor.4846
25.35269547,65.17366791,ports_harbor.4847
21.63333333,65.23333333,ports_harbor.4848
22.14641412,65.58282222,ports_harbor.4849
13.024652,66.19537,ports_harbor.4850
13.98333333,66.81666667,ports_harbor.4851
15.39200687,67.10161591,ports_harbor.4852
15.42605643,67.25244255,ports_harbor.4853
15.64374609,68.08462711,ports_harbor.4854
16.8282145,68.3409095,ports_harbor.4855
17.00858688,68.52422333,ports_harbor.4856
14.4754765,68.616176,ports_harbor.4857
16.66666667,68.95,ports_harbor.4858
18.160981,69.1450485,ports_harbor.4859
23.97410228,70.49968058,ports_harbor.4860
-16.2392749,28.48189635,ports_harbor.4861
34.64630127,31.82672119,ports_harbor.4862
13.18432617,32.90588379,ports_harbor.4863
33.18530273,34.70892334,ports_harbor.4864
33.31750488,34.71990967,ports_harbor.4865
24.06311035,34.86511231,ports_harbor.4866
35.88128662,34.90771484,ports_harbor.4867
24.13690186,35.20007324,ports_harbor.4868
23.96051025,35.22930908,ports_harbor.4869
23.68328857,35.22991943,ports_harbor.4870
26.98608398,35.43231201,ports_harbor.4871
12.61029053,35.49432373,ports_harbor.4872
23.65509033,35.49969482,ports_harbor.4873
24.01727295,35.51672363,ports_harbor.4874
27.2098999,35.75671387,ports_harbor.4875
14.32867432,35.98968506,ports_harbor.4876
14.30029297,36.02410889,ports_harbor.4877
23.00030518,36.14428711,ports_harbor.4878
22.98388672,36.32788086,ports_harbor.4879
27.35888672,36.4074707,ports_harbor.4880
22.98150635,36.50787353,ports_harbor.4881
23.06091309,36.50811768,ports_harbor.4882
27.16809082,36.55889893,ports_harbor.4883
27.83990478,36.61627197,ports_harbor.4884
24.91870117,36.63128662,ports_harbor.4885
23.03808594,36.68469238,ports_harbor.4886
25.1137085,36.70068359,ports_harbor.4887
24.44549561,36.72467041,ports_harbor.4888
22.56829834,36.75787353,ports_harbor.4889
25.90631103,36.82489014,ports_harbor.4890
21.69750977,36.9152832,ports_harbor.4891
-7.933410645,37.01147461,ports_harbor.4892
22.11987305,37.0244751,ports_harbor.4893
25.0848999,37.0402832,ports_harbor.4894
14.23010254,37.06829834,ports_harbor.4895
22.89270019,37.14587402,ports_harbor.4896
26.76690674,37.19812012,ports_harbor.4897
-6.957885742,37.24951172,ports_harbor.4898
26.5256958,37.29449463,ports_harbor.4899
23.12451172,37.33551025,ports_harbor.4900
26.96710205,37.47369385,ports_harbor.4901
23.44787598,37.49749756,ports_harbor.4902
23.45068359,37.49987793,ports_harbor.4903
26.49530029,37.503479,ports_harbor.4904
23.3928833,37.58190918,ports_harbor.4905
26.24169922,37.58312988,ports_harbor.4906
-0.984409042,37.59758613,ports_harbor.4907
26.95251465,37.68792725,ports_harbor.4908
23.53808594,37.74407959,ports_harbor.4909
23.48791504,37.77307129,ports_harbor.4910
15.27368164,37.82470703,ports_harbor.4911
24.93591309,37.84088135,ports_harbor.4912
20.70648193,37.90832519,ports_harbor.4913
23.00909424,37.91412353,ports_harbor.4914
23.11650224,37.91755922,ports_harbor.4915
12.33349609,37.93487549,ports_harbor.4916
23.5269165,37.96087647,ports_harbor.4917
12.07568359,37.96728516,ports_harbor.4918
23.38171387,37.97247314,ports_harbor.4919
23.35028076,37.97808838,ports_harbor.4920
13.70629883,37.98431397,ports_harbor.4921
12.34051514,37.98712158,ports_harbor.4922
12.87811279,38.03070068,ports_harbor.4923
24.32171631,38.04669189,ports_harbor.4924
20.78710938,38.14770508,ports_harbor.4925
12.73150635,38.18048096,ports_harbor.4926
23.05169678,38.19207764,ports_harbor.4927
21.38427734,38.21447754,ports_harbor.4928
21.36987305,38.32208252,ports_harbor.4929
23.79730225,38.32208252,ports_harbor.4930
21.43231201,38.36712647,ports_harbor.4931
22.63250732,38.37731934,ports_harbor.4932
24.04370117,38.39532471,ports_harbor.4933
23.68890381,38.41088867,ports_harbor.4934
14.96087647,38.41607666,ports_harbor.4935
20.57348633,38.46667481,ports_harbor.4936
26.21990967,38.51330566,ports_harbor.4937
-8.888793945,38.52069092,ports_harbor.4938
21.08331299,38.53448486,ports_harbor.4939
14.36151123,38.534729,ports_harbor.4940
25.56408691,38.54107666,ports_harbor.4941
14.58129883,38.56152344,ports_harbor.4942
23.28808594,38.57092285,ports_harbor.4943
23.5479126,38.58227539,ports_harbor.4944
24.12408447,38.63031006,ports_harbor.4945
20.75750732,38.6350708,ports_harbor.4946
15.07830811,38.63647461,ports_harbor.4947
-27.21838379,38.65368652,ports_harbor.4948
-28.21002197,38.67852783,ports_harbor.4949
20.7388916,38.69647217,ports_harbor.4950
13.19488525,38.70892334,ports_harbor.4951
16.12548828,38.71612549,ports_harbor.4952
-9.1053395,38.727018,ports_harbor.4953
15.23327637,38.80847168,ports_harbor.4954
20.71728516,38.84411621,ports_harbor.4955
21.16467285,38.86511231,ports_harbor.4956
22.82269287,38.89031982,ports_harbor.4957
22.58410644,38.89349365,ports_harbor.4958
24.57928467,38.91772461,ports_harbor.4959
22.96728516,38.9520874,ports_harbor.4960
8.460083008,39.05267334,ports_harbor.4961
9.105102539,39.21191406,ports_harbor.4962
23.01287842,39.33752441,ports_harbor.4963
22.95007324,39.35571289,ports_harbor.4964
-31.17041016,39.3795166,ports_harbor.4965
20.09588623,39.41467285,ports_harbor.4966
20.26470947,39.50030518,ports_harbor.4967
24.97888184,39.52929688,ports_harbor.4968
-31.09851074,39.67852783,ports_harbor.4969
22.88531494,39.68347168,ports_harbor.4970
8.55090332,39.86712647,ports_harbor.4971
19.57830811,39.87890625,ports_harbor.4972
9.700073242,39.9362793,ports_harbor.4973
18.4967041,40.14630127,ports_harbor.4974
24.22290039,40.21710205,ports_harbor.4975
23.44610596,40.26947022,ports_harbor.4976
23.9810791,40.32489014,ports_harbor.4977
23.9229126,40.33551025,ports_harbor.4978
49.87811279,40.36071777,ports_harbor.4979
23.92150879,40.36431885,ports_harbor.4980
19.48791504,40.4387207,ports_harbor.4981
23.83129883,40.51751709,ports_harbor.4982
14.48651123,40.62731934,ports_harbor.4983
14.60070801,40.63348389,ports_harbor.4984
-8.729919434,40.64929199,ports_harbor.4985
14.44610596,40.75488281,ports_harbor.4986
13.43188477,40.79888916,ports_harbor.4987
14.11767578,40.82672119,ports_harbor.4988
8.402709961,40.84307861,ports_harbor.4989
24.31628418,40.85089111,ports_harbor.4990
12.96368408,40.89447022,ports_harbor.4991
17.30187988,40.95648193,ports_harbor.4992
9.62310791,40.99829102,ports_harbor.4993
25.12768555,40.99829102,ports_harbor.4994
9.405273437,41.21148682,ports_harbor.4995
13.25769043,41.28491211,ports_harbor.4996
16.28570557,41.32550049,ports_harbor.4997
15.91571045,41.62530518,ports_harbor.4998
8.90411377,41.67712402,ports_harbor.4999
-36.5067749,-54.28051758,ports_harbor.5000
-57.831604,-51.69750977,ports_harbor.5001
70.20892334,-49.35748291,ports_harbor.5002
-56.21209717,-34.90948486,ports_harbor.5003
138.4788818,-34.8861084,ports_harbor.5004
168.02771,-29.0480957,ports_harbor.5005
-128.2891235,-24.36798096,ports_harbor.5006
-43.16699219,-22.89691162,ports_harbor.5007
166.4324951,-22.28320313,ports_harbor.5008
-175.2144775,-21.12561035,ports_harbor.5009
55.28234505,-20.93593075,ports_harbor.5010
178.4296875,-18.12597656,ports_harbor.5011
168.3139038,-17.74090576,ports_harbor.5012
-149.5723877,-17.52789307,ports_harbor.5013
-75.16601563,-15.36407471,ports_harbor.5014
-170.6862793,-14.27807617,ports_harbor.5015
-171.767395,-13.82159424,ports_harbor.5016
-163.1203003,-13.38500977,ports_harbor.5017
-176.1422119,-13.28338623,ports_harbor.5018
45.16271973,-12.72198486,ports_harbor.5019
96.83270264,-12.13208008,ports_harbor.5020
105.6774902,-10.42718506,ports_harbor.5021
147.1599121,-9.466186523,ports_harbor.5022
159.9628906,-9.423400879,ports_harbor.5023
13.24688721,-8.795410156,ports_harbor.5024
125.5734863,-8.552429199,ports_harbor.5025
72.39587402,-7.298095703,ports_harbor.5026
106.8815308,-6.094116211,ports_harbor.5027
55.45831299,-4.619628906,ports_harbor.5028
39.67169189,-4.04901123,ports_harbor.5029
-79.88330078,-2.200012207,ports_harbor.5030
73.15667725,-0.680725098,ports_harbor.5031
166.93573,-0.54107666,ports_harbor.5032
6.740905762,0.346923828,ports_harbor.5033
103.8530884,1.262084961,ports_harbor.5034
103.5540771,1.354919434,ports_harbor.5035
173.0078735,1.506530762,ports_harbor.5036
101.3632813,3.008300781,ports_harbor.5037
8.783874512,3.762084961,ports_harbor.5038
114.3161011,4.617919922,ports_harbor.5039
-4.013000488,5.236877441,ports_harbor.5040
-55.15838623,5.82208252,ports_harbor.5041
1.301696777,6.143493652,ports_harbor.5042
-10.80358887,6.326904297,ports_harbor.5043
2.433898926,6.340698242,ports_harbor.5044
3.395874023,6.39831543,ports_harbor.5045
134.1347046,6.90447998,ports_harbor.5046
158.2091064,6.97052002,ports_harbor.5047
171.3682861,7.119506836,ports_harbor.5048
-13.70928955,9.517883301,ports_harbor.5049
-75.54431152,10.41931152,ports_harbor.5050
-71.61431885,10.64227295,ports_harbor.5051
103.5020752,10.64569092,ports_harbor.5052
-61.52319336,10.65032959,ports_harbor.5053
43.13409424,11.60729981,ports_harbor.5054
-15.58587647,11.86108398,ports_harbor.5055
-68.94561768,12.10150147,ports_harbor.5056
-70.03961182,12.52630615,ports_harbor.5057
45.00531006,12.79528809,ports_harbor.5058
144.6613159,13.42810059,ports_harbor.5059
100.4890747,13.75152588,ports_harbor.5060
145.718689,15.20770264,ports_harbor.5061
-61.39428711,15.29150391,ports_harbor.5062
-169.5291748,16.73510742,ports_harbor.5063
96.17810059,16.76031494,ports_harbor.5064
-25.0078125,16.87731934,ports_harbor.5065
-61.78839111,17.15252686,ports_harbor.5066
-62.64001465,17.25152588,ports_harbor.5067
-88.1762085,17.49829102,ports_harbor.5068
-76.81011963,17.97027588,ports_harbor.5069
-16.02301025,18.03869629,ports_harbor.5070
-72.33972168,18.55871582,ports_harbor.5071
72.84332275,18.95831299,ports_harbor.5072
-81.34381103,19.29589844,ports_harbor.5073
37.23370361,19.60327148,ports_harbor.5074
